"item_id","item_name","publisher","genres","url","tags","sentiment","metascore","specs","price","release_date"
"44","Space Pirates and Zombies","MinMax Games Ltd.","['Action', 'Indie', 'RPG', 'Strategy']","http://store.steampowered.com/app/107200/Space_Pirates_and_Zombies/","['Space', 'Action', 'Indie', 'Sci-fi', 'Strategy', 'Top-Down', 'RPG', 'Zombies', 'Procedural Generation', 'Singleplayer', 'Open World', '2D', 'Pirates', 'Exploration', 'Shooter', 'Sandbox', 'Adventure', 'RTS']","Very Positive","74","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Stats']","9.99","2011-08-15"
"45","Breath of Death VII","Zeboyd Games","['RPG', 'Indie']","http://store.steampowered.com/app/107300/Breath_of_Death_VII/","['RPG', 'Indie', 'Comedy', 'JRPG', 'Retro', 'Pixel Graphics', 'Singleplayer', 'Turn-Based', 'Parody', 'Funny', 'Short', 'Fantasy', 'Adventure', '2D', 'RPGMaker', 'Horror']","Very Positive","","['Single-player', 'Full controller support']","2.99","2011-07-13"
"46","Cthulhu Saves the World","Zeboyd Games","['Indie', 'RPG']","http://store.steampowered.com/app/107310/Cthulhu_Saves_the_World/","['RPG', 'Indie', 'Comedy', 'Lovecraftian', 'Retro', 'JRPG', 'Turn-Based', 'Fantasy', 'Funny', 'Singleplayer', 'Adventure', 'Pixel Graphics', 'Parody', '2D', 'Great Soundtrack', 'RPGMaker', 'Action', 'Memes']","Very Positive","78","['Single-player', 'Full controller support', 'Steam Trading Cards']","2.99","2011-07-13"
"47","Arma 3","Bohemia Interactive","['Action', 'Simulation', 'Strategy']","http://store.steampowered.com/app/107410/Arma_3/","['Simulation', 'Military', 'Multiplayer', 'Realistic', 'Open World', 'Tactical', 'Action', 'FPS', 'War', 'Strategy', 'Sandbox', 'Shooter', 'Co-op', 'Moddable', 'Team-Based', 'Online Co-Op', 'Third-Person Shooter', 'Singleplayer', 'First-Person', 'TrackIR']","Very Positive","74","['Single-player', 'Multi-player', 'Online Multi-Player', 'Local Multi-Player', 'Co-op', 'Online Co-op', 'Local Co-op', 'Steam Achievements', 'Steam Trading Cards', 'Captions available', 'Steam Workshop', 'Partial Controller Support', 'Steam Leaderboards', 'Includes level editor']","39.99","2013-09-12"
"48","Rochard","","['Action', 'Indie', 'Casual']","http://store.steampowered.com/app/107800/Rochard/","['Platformer', 'Indie', 'Action', 'Puzzle', 'Physics', 'Sci-fi', 'Casual', 'Singleplayer', 'Puzzle-Platformer', '2D', 'Side Scroller', 'Great Soundtrack', 'Adventure', '2.5D', 'Space']","Very Positive","81","['Single-player', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud']","9.99","2011-11-15"
"49","Starpoint Gemini","Iceberg Interactive","['RPG', 'Simulation']","http://store.steampowered.com/app/108110/Starpoint_Gemini/","['RPG', 'Simulation', 'Space', 'Sci-fi']","Mostly Negative","46","['Single-player']","13.99","2012-02-16"
"50","Ticket to Ride","Days of Wonder, Asmodee Digital","['Casual', 'Indie', 'Strategy']","http://store.steampowered.com/app/108200/Ticket_to_Ride/","['Board Game', 'Strategy', 'Casual', 'Multiplayer', 'Turn-Based', 'Trains', 'Family Friendly', 'Indie', 'Singleplayer', 'Touch-Friendly']","Very Positive","","['Single-player', 'Multi-player', 'Online Multi-Player', 'Local Multi-Player', 'Shared/Split Screen', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Turn Notifications']","9.99","2012-05-24"
"51","Memoir '44 Online","Days of Wonder, Asmodee Digital","['Casual', 'Simulation', 'Strategy']","http://store.steampowered.com/app/108210/Memoir_44_Online/","['Strategy', 'Board Game', 'Casual', 'Simulation', 'World War II', 'Tactical', 'Free to Play', 'Military', 'Turn-Based', 'Multiplayer']","Mixed","","['Single-player', 'Multi-player', 'Steam Achievements']","Free to Play","2011-10-12"
"52","Vessel","IndiePub","['Action', 'Indie', 'Strategy']","http://store.steampowered.com/app/108500/Vessel/","['Puzzle', 'Indie', 'Platformer', 'Steampunk', 'Action', 'Physics', 'Strategy', 'Singleplayer', 'Puzzle-Platformer', 'Adventure', '2D', 'Sci-fi', 'Great Soundtrack']","Very Positive","81","['Single-player', 'Steam Achievements', 'Full controller support']","19.99","2012-03-01"
"53","Project Zomboid","The Indie Stone","['Indie', 'RPG', 'Simulation', 'Early Access']","http://store.steampowered.com/app/108600/Project_Zomboid/","['Early Access', 'Survival', 'Zombies', 'Open World', 'Sandbox', 'Indie', 'Multiplayer', 'Simulation', 'RPG', 'Post-apocalyptic', 'Crafting', 'Co-op', 'Building', 'Survival Horror', 'Isometric', 'Singleplayer', '2D', 'Realistic', 'Adventure', 'Real-Time with Pause']","Very Positive","","['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen', 'Cross-Platform Multiplayer', 'Steam Trading Cards', 'Partial Controller Support']","14.99","2013-11-08"
"54","Death Rally","Remedy Entertainment Ltd.","['Action', 'Racing']","http://store.steampowered.com/app/108700/Death_Rally/","['Racing', 'Action', 'Remake', 'Arcade', 'Top-Down']","Mostly Positive","","['Single-player', 'Multi-player', 'Co-op']","9.99","2012-08-03"
"55","Alan Wake","Remedy Entertainment","['Action', 'Adventure']","http://store.steampowered.com/app/108710/Alan_Wake/","['Action', 'Horror', 'Adventure', 'Third Person', 'Story Rich', 'Atmospheric', 'Singleplayer', 'Psychological Horror', 'Thriller', 'Great Soundtrack', 'Episodic', 'Mystery', 'Third-Person Shooter', 'Dark', 'Cinematic', 'Supernatural', 'Narration', 'Survival Horror', 'Shooter', 'Survival']","Very Positive","83","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']","9.99","2012-02-16"
"56","Crysis 2 - Maximum Edition","Electronic Arts","['Action']","http://store.steampowered.com/app/108800/Crysis_2__Maximum_Edition/","['Action', 'FPS', 'Sci-fi', 'Shooter', 'Stealth', 'Multiplayer', 'Singleplayer', 'First-Person', 'Aliens', 'Futuristic', 'Benchmark', 'Great Soundtrack', 'Adventure', 'Atmospheric', 'Story Rich', 'Cyberpunk', '3D Vision', 'Open World', 'Survival', 'RPG']","Very Positive","","['Single-player', 'Partial Controller Support']","29.99","2011-03-22"
"57","Legend of Fae","Endlessfluff Games","['Casual', 'Indie']","http://store.steampowered.com/app/109200/Legend_of_Fae/","['Indie', 'Casual', 'Female Protagonist', 'Match 3', 'Puzzle', 'Fantasy', 'RPG']","Very Positive","","['Single-player']","9.99","2011-07-26"
"58","Fowl Space","Pixelante Game Studios","['Action', 'Indie']","http://store.steampowered.com/app/109500/Fowl_Space/","['Action', 'Indie', 'Memes']","Mixed","","['Single-player']","4.99","2012-03-21"
"59","Neverwinter","Perfect World Entertainment","['Action', 'Adventure', 'Free to Play', 'Massively Multiplayer', 'RPG']","http://store.steampowered.com/app/109600/Neverwinter/","['Free to Play', 'MMORPG', 'RPG', 'Massively Multiplayer', 'Adventure', 'Action', 'Fantasy', 'Multiplayer', 'Open World', 'Character Customization', 'Co-op', 'PvP', 'Dragons', 'Third Person', 'Action RPG', 'PvE', 'Atmospheric', 'Hack and Slash', 'Zombies', 'Comedy']","Mostly Positive","74","['Multi-player', 'MMO', 'Co-op', 'Steam Trading Cards', 'In-App Purchases', 'Includes level editor']","Free to Play","2013-12-05"
"60","Achron","Hazardous Software Inc.","['Indie', 'Strategy']","http://store.steampowered.com/app/109700/Achron/","['Strategy', 'Indie', 'Time Travel', 'RTS', 'Multiplayer', 'Time Manipulation', 'Sci-fi', 'Moddable']","Mixed","54","['Single-player', 'Multi-player']","19.99","2011-08-29"
"61","TrackMania Nations Forever","Ubisoft","['Racing']","http://store.steampowered.com/app/11020/TrackMania_Nations_Forever/","['Racing', 'Free to Play', 'Multiplayer', 'Singleplayer', 'Level Editor', 'Arcade', 'Simulation', 'Massively Multiplayer', 'Competitive', 'Action', 'Controller', 'Difficult', 'Adventure', 'Sandbox', 'Sports', 'First-Person', 'Co-op', 'Casual', 'Open World', 'Indie']","Very Positive","NA","['Single-player', 'Multi-player', 'Includes level editor']","","2008-04-16"
"62","Sherlock Holmes - Nemesis","Frogwares","['Adventure', 'RPG']","http://store.steampowered.com/app/11040/Sherlock_Holmes__Nemesis/","['Adventure', 'RPG', 'Point & Click', 'Detective', 'Mystery', 'Puzzle']","Mostly Positive","71","['Single-player']","9.99","2008-04-14"
"63","inMomentum","White Rabbit Interactive","['Indie', 'Racing']","http://store.steampowered.com/app/110400/inMomentum/","['Racing', 'Indie', 'Parkour', 'Fast-Paced', 'First-Person', 'Multiplayer', 'Platformer']","Very Positive","59","['Single-player', 'Multi-player', 'Steam Achievements', 'Steam Cloud', 'Steam Leaderboards']","9.99","2011-10-31"
"64","Dracula Origin","Frogwares","['Adventure']","http://store.steampowered.com/app/11050/Dracula_Origin/","['Adventure', 'Point & Click', 'Vampire', 'Puzzle']","Mixed","70","['Single-player']","9.99","2008-05-20"
"65","Data Jammers: FastForward","Digital Eel","['Action', 'Indie']","http://store.steampowered.com/app/110500/Data_Jammers_FastForward/","['Action', 'Indie', 'Arcade']","Mixed","","['Single-player', 'Steam Achievements', 'Partial Controller Support']","Free to Play","2011-10-24"
"66","Astro Tripper","Pom Pom Games","['Action', 'Indie']","http://store.steampowered.com/app/110600/Astro_Tripper/","['Indie', 'Action', ""Shoot 'Em Up"", 'Arcade', 'Shooter']","Mixed","","['Single-player', 'Steam Achievements', 'Partial Controller Support', 'Steam Leaderboards']","4.99","2011-09-15"
"67","Alien Zombie Megadeath","Pom Pom Games","['Action', 'Indie']","http://store.steampowered.com/app/110610/Alien_Zombie_Megadeath/","['Action', 'Indie', 'Arcade']","Positive","","['Single-player', 'Shared/Split Screen', 'Steam Achievements', 'Partial Controller Support', 'Steam Leaderboards']","4.99","2011-10-18"
"68","Mutant Storm: Reloaded","PomPom Games","['Action', 'Indie']","http://store.steampowered.com/app/110630/Mutant_Storm_Reloaded/","['Indie', 'Action', 'Twin Stick Shooter', 'Arcade']","Mixed","","['Single-player', 'Co-op', 'Shared/Split Screen', 'Full controller support']","4.99","2012-03-21"
